Compound,Pose,CNNscore,CNNaffinity,CNN_VS
DB08139,Pose_2,0.879738986,5.66164589,4.980770614359668
DB00967,Pose_2,0.806188226,6.17796659,4.980603925479369
DB08221,Pose_1,0.739454746,6.73450518,4.979861817312584
DB01531,Pose_1,0.836444199,5.95209265,4.978593369003037
DB17139,Pose_1,0.815976799,6.09893084,4.9765860641455815
DB16895,Pose_2,0.863626957,5.76223993,4.976425736249793
DB18883,Pose_2,0.79487741,6.25964308,4.975648878954823
DB09194,Pose_1,0.926090896,5.37228775,4.975226775967324
DB06909,Pose_2,0.853582263,5.82801437,4.974689694741119
DB08284,Pose_1,0.834321856,5.96228743,4.97446671460307
DB11433,Pose_1,0.828941047,6.00049448,4.974056176768921
DB14898,Pose_1,0.787743151,6.31348658,4.973405812325414
DB01208,Pose_1,0.75848645,6.55566263,4.972381275626363
DB12854,Pose_1,0.731204331,6.7984395,4.971048406441475
DB15029,Pose_1,0.720991611,6.89395714,4.970485264533552
DB07970,Pose_1,0.824992061,6.02308321,4.968995830992396
DB07431,Pose_1,0.891482592,5.57042742,4.965939074929472
DB11394,Pose_1,0.768855214,6.45854235,4.965683960637313
DB15419,Pose_1,0.874203324,5.67937803,4.964931152078571
DB08694,Pose_2,0.783645988,6.33284426,4.962707996977828
DB11466,Pose_1,0.770861268,6.43731546,4.962277158011603
DB11853,Pose_1,0.631000161,7.8628006,4.961428444510896
DB15256,Pose_1,0.710010886,6.98666334,4.960607028217119
DB05224,Pose_1,0.773128986,6.41515923,4.959745550518441
DB16828,Pose_1,0.726711154,6.82427073,4.959273657406722
DB12233,Pose_1,0.841213763,5.89338255,4.957594511684036
DB13645,Pose_1,0.80782485,6.13598871,4.956804159257444
DB07902,Pose_1,0.850288272,5.82729101,4.954877203334035
DB12063,Pose_1,0.823118329,6.01930761,4.9546024216801845
DB06994,Pose_2,0.715344846,6.92574739,4.954297700134452
DB11978,Pose_1,0.829979479,5.96915817,4.954278788005194
DB07966,Pose_1,0.69061929,7.173594,4.95422239502826
DB14826,Pose_1,0.853334188,5.80569649,4.9541993000686
DB08285,Pose_1,0.848730803,5.8361721,4.953339032879196
DB08895,Pose_1,0.811886728,6.10087395,4.953218589205935
DB07975,Pose_1,0.74045372,6.68887091,4.952799347909285
DB07397,Pose_1,0.728487074,6.79554224,4.950464682661005
DB13936,Pose_1,0.823531508,6.01046753,4.949809388765935
DB07031,Pose_1,0.79780674,6.20404768,4.949631054385363
DB07294,Pose_1,0.79780674,6.20404768,4.949631054385363
DB04910,Pose_2,0.854155064,5.79407644,4.9490397324290925
DB14889,Pose_1,0.699025929,7.0798707,4.949013193267381
DB07061,Pose_1,0.808017731,6.12397957,4.948284076841755
DB12867,Pose_1,0.858958662,5.7599144,4.947528366258533
DB13797,Pose_1,0.732454956,6.75445557,4.947334457328305
DB17193,Pose_1,0.856858313,5.77361679,4.947171542587876
DB07202,Pose_1,0.795114934,6.21971369,4.945387240123246
DB07267,Pose_1,0.825148046,5.99324656,4.945315688180222
DB06216,Pose_2,0.791690648,6.24603224,4.944925311514491
DB06940,Pose_1,0.79300189,6.23536158,4.944653517773387
DB18035,Pose_1,0.75966382,6.50798225,4.943878656527195
DB01102,Pose_1,0.866414905,5.70567894,4.943485276760601
DB00480,Pose_1,0.867580473,5.69677114,4.942407400213949
DB08095,Pose_1,0.763545692,6.46840525,4.938922962747683
DB00449,Pose_1,0.881180823,5.60413027,4.938252123517812
DB07769,Pose_1,0.802493811,6.15362406,4.938245223370693
DB18104,Pose_1,0.802792788,6.15036058,4.937465117223497
DB09115,Pose_1,0.907042086,5.44115686,4.935358268547611
DB05482,Pose_4,0.741959989,6.65159416,4.935216729786065
DB18847,Pose_2,0.763171732,6.46498489,4.933893715855129
DB01261,Pose_1,0.810171604,6.08968592,4.933690609662616
DB07489,Pose_1,0.793014407,6.21952057,4.932169416642853
DB00425,Pose_1,0.818809152,6.02335882,4.9319813275959214
DB07968,Pose_1,0.828688979,5.9513793,4.931842435758735
DB06504,Pose_1,0.895905256,5.50389242,4.93096614753656
DB14980,Pose_1,0.828569889,5.95097589,4.930799432618976
DB00374,Pose_1,0.81590414,6.04304504,4.9305454663424655
DB08964,Pose_1,0.802281559,6.14552832,4.930444041448251
DB18678,Pose_1,0.801343441,6.15198517,4.929852965108769
DB18444,Pose_1,0.785435379,6.27601433,4.929403693892981
DB18445,Pose_1,0.865599871,5.69476461,4.929387511791365
DB18365,Pose_1,0.637021303,7.73729467,4.928821532378355
DB05501,Pose_1,0.854722559,5.76637125,4.928647590944029
DB09215,Pose_1,0.823354006,5.9856987,4.9283490033539925
DB12059,Pose_1,0.810051799,6.08294487,4.927500435161321
DB09371,Pose_1,0.827297568,5.95497131,4.926533282272774
DB03178,Pose_1,0.875421107,5.62754107,4.926468233187364
DB15442,Pose_1,0.71230948,6.91450071,4.925264405199732
DB08538,Pose_1,0.705158591,6.98435259,4.925076231411601
DB01026,Pose_1,0.801761031,6.14240885,4.924744052399524
DB05667,Pose_1,0.801761031,6.14240885,4.924744052399524
DB06252,Pose_1,0.792508721,6.21406507,4.924700760836476
DB17021,Pose_2,0.720353842,6.83579254,4.924189419303938
DB06564,Pose_2,0.914621115,5.38114548,4.92170927889481
DB12640,Pose_1,0.697872162,7.04919386,4.9194361594353255
DB15393,Pose_3,0.74929148,6.56519461,4.919244385814923
DB19133,Pose_1,0.73590523,6.68271255,4.917843116131636
DB04812,Pose_1,0.849229991,5.79077768,4.9177020770694
DB02985,Pose_1,0.879897833,5.58876801,4.9175448611387225
DB08705,Pose_1,0.824085772,5.96427155,4.915071324699387
DB00643,Pose_1,0.819139659,5.997931,4.913143154045529
DB15647,Pose_1,0.754667759,6.50729752,4.910847636564658
DB07607,Pose_1,0.722968042,6.79190779,4.910332276380847
DB08527,Pose_1,0.743265271,6.60413933,4.908627408834208
DB17421,Pose_2,0.789470673,6.2155838,4.907021125673897
DB08514,Pose_1,0.784217358,6.25711203,4.906935864876617
DB01567,Pose_1,0.831422806,5.90177584,4.906871029275806
DB12184,Pose_3,0.83470422,5.87855721,4.906856510698426
DB00834,Pose_1,0.727184951,6.74634171,4.905838165815607
DB08340,Pose_1,0.801463962,6.12043142,4.905305215022486
DB14900,Pose_1,0.912371993,5.37618494,4.905080568444386
DB19070,Pose_1,0.747571886,6.56094885,4.9047809057440315
DB07158,Pose_1,0.919462681,5.33339071,4.903853721037093
DB14969,Pose_3,0.747665167,6.55824995,4.903375044094492
DB08219,Pose_1,0.821561813,5.96776056,4.9028841852234955
DB00518,Pose_1,0.86340034,5.67750883,4.901963054175002
DB12742,Pose_1,0.827696979,5.91974449,4.899754630824896
DB15672,Pose_1,0.699258506,7.00626707,4.899191844005197
DB12512,Pose_1,0.737679362,6.64085054,4.898818389484555
DB02989,Pose_1,0.768248677,6.3736062,4.8965145308689975
DB16043,Pose_1,0.735624194,6.65565538,4.896061124454263
DB01731,Pose_1,0.840778708,5.82283545,4.895716066547599
DB18971,Pose_1,0.76770103,6.37580442,4.8947116203125525
DB07983,Pose_1,0.853981078,5.73158073,4.894661490449427
DB14653,Pose_1,0.683225274,7.16336298,4.894190634771956
DB16239,Pose_1,0.741828203,6.59730339,4.894065718449508
DB09151,Pose_1,0.862796426,5.67177057,4.893583376887983
DB15058,Pose_1,0.862796426,5.67177057,4.893583376887983
DB15784,Pose_1,0.809942722,6.03966379,4.891781730037436
DB13605,Pose_1,0.849434793,5.75881815,4.891740503169893
DB01594,Pose_1,0.813198447,6.0151639,4.891521941930463
DB07008,Pose_1,0.774794638,6.31219673,4.890656180405134
DB07789,Pose_1,0.684579074,7.14363623,4.8903838753262505
DB17576,Pose_1,0.732249439,6.67845011,4.890291346436988
DB07179,Pose_1,0.767361581,6.37211275,4.889714514150258
DB08539,Pose_1,0.81402564,6.00600386,4.88904113597897
DB01134,Pose_1,0.755830586,6.4667697,4.887782331878045
DB12230,Pose_1,0.816345394,5.98643112,4.886995471310261
DB08314,Pose_1,0.934118271,5.23135328,4.886702680903779
DB11487,Pose_3,0.704414666,6.93719482,4.886661772107231
DB11925,Pose_1,0.805613756,6.06575775,4.8866578839636095
DB13080,Pose_1,0.806099951,6.06156874,4.886230264297132
DB15031,Pose_1,0.72185874,6.76841736,4.885841227283727
DB08751,Pose_7,0.8572613,5.69926977,4.885763412080901
DB18245,Pose_1,0.697949648,6.99894524,4.884911366629276
DB08407,Pose_1,0.770745158,6.33755064,4.884636469359801
DB07648,Pose_1,0.85253334,5.72892761,4.884101789971518
DB03759,Pose_1,0.864210069,5.65104055,4.883686143637298
DB19034,Pose_1,0.743151724,6.56945848,4.882104395158419
DB08677,Pose_1,0.8856861,5.51039648,4.880481567824928
DB06042,Pose_1,0.807112277,6.04636526,4.880095632572297
DB18303,Pose_1,0.661518812,7.37573767,4.879189221082048
DB07335,Pose_2,0.875331521,5.57379723,4.878920407081487
DB13635,Pose_1,0.805036604,6.05984259,4.878395099428164
DB14840,Pose_2,0.653159738,7.46834755,4.878023929050942
DB13429,Pose_1,0.929115176,5.25014162,4.877986255291225
DB12959,Pose_1,0.695634663,7.01199579,4.877787328334069
DB06616,Pose_1,0.676598787,7.20895243,4.877568469678702
DB08942,Pose_1,0.859141886,5.67715406,4.877480846220958
DB13643,Pose_1,0.762697458,6.39485025,4.877336029965664
DB06274,Pose_2,0.751305521,6.49072647,4.876518632211841
DB03804,Pose_1,0.793554544,6.14480448,4.876237517095557
DB12526,Pose_1,0.672821999,7.24664164,4.875699914261438
DB06029,Pose_1,0.830659688,5.8691597,4.875274365224174
DB15347,Pose_2,0.740842581,6.58020926,4.874899211698501
DB03348,Pose_1,0.841786265,5.78903532,4.87313041997588
DB18814,Pose_1,0.743572712,6.55214071,4.871993037140305
DB18107,Pose_1,0.808663428,6.02456427,4.871844794784518
DB14657,Pose_1,0.761234343,6.39949799,4.8715176479474716
DB15431,Pose_1,0.714277446,6.82019854,4.871513994364129
DB16124,Pose_1,0.735107422,6.62431097,4.869580159683019
DB13575,Pose_1,0.67643857,7.19849157,4.869337343767855
DB01063,Pose_1,0.762592494,6.38508463,4.869217612392767
DB15315,Pose_1,0.699889541,6.95638132,4.8686985290757745
DB18018,Pose_1,0.836831629,5.8174262,4.86820624353328
DB16928,Pose_1,0.722813547,6.73392153,4.867369706318967
DB05450,Pose_1,0.722813547,6.73392153,4.867369706318967
DB00846,Pose_2,0.725371659,6.70890999,4.866453169527974
DB12998,Pose_1,0.853547812,5.70082808,4.865929334272161
DB08023,Pose_1,0.879026234,5.53476954,4.865207624804112
DB08075,Pose_3,0.90620178,5.36749887,4.864037030141989
DB04609,Pose_1,0.692262173,7.02582169,4.863710590229933
DB07585,Pose_1,0.821989596,5.9160161,4.862903683968495
DB18982,Pose_1,0.794044375,6.12360525,4.862414303482969
DB08555,Pose_2,0.84697634,5.74090528,4.862410942341075
DB19153,Pose_1,0.7535218,6.44854307,4.859117781483927
DB13491,Pose_2,0.798287868,6.08690453,4.859102039973242
DB07859,Pose_1,0.763952792,6.35999298,4.8587343941714005
DB06106,Pose_1,0.898948491,5.40350342,4.857471245522339
DB07521,Pose_1,0.875310481,5.54941034,4.857457033971773
DB07242,Pose_1,0.74168396,6.54908419,4.857350696412593
DB07647,Pose_1,0.805290401,6.03087616,4.85660668126774
DB06920,Pose_1,0.774920464,6.26712465,4.856523141723838
DB07685,Pose_1,0.760590732,6.38484049,4.856250501992339
DB05686,Pose_2,0.800341547,6.06501245,4.85408144680726
DB01551,Pose_1,0.83467716,5.81452179,4.853248534435316
DB01021,Pose_1,0.85428673,5.67933512,4.8517806282389575
DB08645,Pose_1,0.85428673,5.67933512,4.8517806282389575
DB17191,Pose_1,0.652896702,7.43012762,4.85110581853711
DB01143,Pose_2,0.864679337,5.60999632,4.85084789855004
DB16954,Pose_1,0.849798799,5.70802927,4.850676418302847
DB05198,Pose_1,0.810435653,5.98442984,4.849995305213085
DB00751,Pose_1,0.923754394,5.24930096,4.8490648272284185
DB12756,Pose_1,0.687625766,7.05180025,4.848999548585242
DB14706,Pose_1,0.729708612,6.64402151,4.848199714160244
DB00442,Pose_2,0.834914625,5.80576897,4.847321422424186
DB19027,Pose_1,0.79428333,6.10197067,4.846693583329931
DB08965,Pose_1,0.676857114,7.16026735,4.846477893989428
DB11742,Pose_3,0.721377969,6.71693754,4.845450760505056
DB12446,Pose_1,0.781053126,6.20275259,4.844679300224096
DB15092,Pose_1,0.784709692,6.17272186,4.843794669562267
DB17041,Pose_1,0.68759203,7.04183149,4.841907209127025
DB01224,Pose_1,0.803077519,6.02861977,4.8414490078859505
DB01838,Pose_1,0.827051282,5.85371733,4.841324422242117
DB02139,Pose_1,0.827646017,5.84945536,4.841278430323301
DB09234,Pose_1,0.827195346,5.85220957,4.840920520120662
DB05519,Pose_1,0.685310543,7.06351471,4.8407011013985874
DB08665,Pose_1,0.804631412,6.0155673,4.840314410580027
DB11696,Pose_1,0.849125564,5.69824553,4.838525949471729
DB15114,Pose_1,0.743346035,6.50668383,4.836717626029114
DB00606,Pose_1,0.791865289,6.10723114,4.836104351665899
DB14542,Pose_1,0.794993341,6.08291245,4.835874891635996
DB03818,Pose_1,0.875347137,5.5242095,4.835600970013202
DB05825,Pose_1,0.709199607,6.81717539,4.8347381074380715
DB17697,Pose_1,0.76355958,6.33156061,4.834523760116144
DB00261,Pose_2,0.85959357,5.62416077,4.834492434538249
DB08461,Pose_1,0.851510048,5.67698336,4.8340083733688015
DB07073,Pose_1,0.893001437,5.41269922,4.833548181508779
DB04243,Pose_1,0.846164823,5.71038437,4.831926379703016
DB17016,Pose_2,0.757087529,6.38164139,4.831461110919226
DB08706,Pose_1,0.78998363,6.11589098,4.831453757064658
DB07444,Pose_2,0.772687614,6.25244141,4.831184034767696
DB14904,Pose_1,0.856028974,5.64354658,4.831039388598609
DB16351,Pose_1,0.883568525,5.46675825,4.830255523484081
DB00844,Pose_1,0.818159163,5.90315056,4.8297167212325816
DB03509,Pose_1,0.833347917,5.79416037,4.828551475103449
