molecule_name,delta_g_inter,dg_inter_sum,dg_inter_max,hbond_percent,moderate_attr_percent,vdw_percent,clash_percent,hbond_strength,clash_strength,favorable_strength,n_interaction_points,n_ligand_atoms
DB13793_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.11242,2.737139,0.030665,2.743902,3.658537,93.292683,0.304878,0.062518,0.006108,1.464934,328,44
DB13797_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.831651,1.893521,0.022197,1.287554,3.862661,93.991416,0.858369,0.016132,0.011189,1.224336,233,74
DB13814_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.143693,3.392827,0.081562,7.712766,5.585106,83.244681,3.457447,0.44093,0.201389,2.008035,376,57
DB13823_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.230032,2.994023,0.034611,3.943662,5.070423,88.732394,2.253521,0.11768,0.062608,1.842044,355,39
DB13842_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.268257,3.958653,0.050848,4.805492,5.263158,87.185355,2.745995,0.218382,0.100626,2.149289,437,39
DB13858_pose4_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.969326,3.087637,0.026195,1.061008,5.30504,93.103448,0.530504,0.029377,0.02979,1.712199,377,43
DB13866_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.877774,2.51292,0.048646,7.664234,5.474453,84.671533,2.189781,0.330682,0.062045,1.590383,274,50
DB13867_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.223327,2.81704,0.052331,7.77027,5.405405,84.797297,2.027027,0.305891,0.126383,1.744972,296,57
DB13871_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.25404,3.154977,0.027513,1.671309,4.456825,90.250696,3.62117,0.034217,0.08517,1.628539,359,34
DB13874_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.697515,3.041037,0.068096,9.968847,5.607477,80.373832,4.049844,0.58814,0.233824,1.826807,321,50
DB13877_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.0019,3.229616,0.058672,12.1875,4.375,78.4375,5.0,0.783912,0.188288,1.915874,320,18
DB13936_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.15955,3.107079,0.074296,9.345794,5.607477,83.17757,1.869159,0.507724,0.111289,1.86565,321,35
DB13937_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.326389,1.982444,0.060224,7.44186,6.046512,85.116279,1.395349,0.260547,0.062146,1.063803,215,37
DB13941_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.83961,2.528155,0.030106,0.952381,4.761905,94.285714,0.0,0.038845,0.0,1.555556,315,69
DB13944_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.094914,2.0028,0.027509,1.626016,1.626016,95.121951,1.626016,0.033048,0.024785,1.18627,246,69
DB13950_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.729478,3.508695,0.036828,2.398082,7.673861,88.489209,1.438849,0.099403,0.042232,2.023422,417,58
DB13953_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.687964,2.310008,0.017596,0.0,0.649351,99.350649,0.0,0.0,0.0,1.41443,308,56
DB13954_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.448347,2.111038,0.023708,0.729927,3.649635,95.620438,0.0,0.013335,0.0,1.301959,274,65
DB13955_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.749984,1.926038,0.020582,0.387597,1.550388,96.511628,1.550388,0.005126,0.021474,1.207816,258,82
DB13956_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.651512,2.673982,0.026675,3.363914,4.587156,89.908257,2.140673,0.085113,0.072329,1.536151,327,58
DB13994_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.034993,2.303435,0.02382,1.805054,3.610108,93.862816,0.722022,0.030459,0.01104,1.50011,277,45
DB13997_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.317306,3.949833,0.032249,2.315789,4.421053,92.421053,0.842105,0.08078,0.021343,2.249135,475,63
DB14000_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.928363,2.181827,0.038505,5.6,7.6,86.0,0.8,0.148126,0.011878,1.321118,250,37
DB14001_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.334597,2.206508,0.024316,1.030928,2.061856,96.563574,0.343643,0.016489,0.005053,1.369053,291,92
DB14018_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.682638,2.443468,0.057045,6.015038,6.390977,84.586466,3.007519,0.248817,0.088104,1.31026,266,21
DB14049_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,0.844522,0.627497,0.027191,0.0,1.449275,98.550725,0.0,0.0,0.0,0.419971,69,5
DB14050_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.745032,2.107649,0.057113,4.878049,4.471545,90.243902,0.406504,0.212694,0.018795,1.35166,246,47
DB14061_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.750429,3.078151,0.025918,1.634877,4.904632,92.098093,1.362398,0.044204,0.029427,1.385642,367,49
DB14064_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.732251,2.666165,0.030846,1.818182,3.636364,93.030303,1.515152,0.043708,0.029649,1.537113,330,55
DB14065_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.619133,2.642017,0.03706,5.016722,8.695652,84.615385,1.672241,0.10293,0.035132,1.515455,299,64
DB14071_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.656806,2.174767,0.031163,1.509434,4.90566,92.45283,1.132075,0.034594,0.020216,1.29452,265,34
DB14103_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.52674,2.688269,0.03604,6.25,10.763889,81.597222,1.388889,0.132368,0.026983,1.567397,288,25
DB14107_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.60372,4.130368,0.068698,10.741688,7.161125,72.634271,9.462916,0.741324,0.491121,2.273454,391,24
DB14132_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.716979,2.55748,0.048288,7.746479,3.521127,85.915493,2.816901,0.289204,0.140029,1.414462,284,21
DB14146_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.690598,4.710114,0.058118,8.565737,6.772908,83.466135,1.195219,0.514675,0.114726,2.891905,502,91
DB14152_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.171983,1.882654,0.037174,3.043478,3.913043,93.043478,0.0,0.072544,0.0,1.174712,230,84
DB14189_pose5_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,1.560991,1.582873,0.044467,12.804878,8.536585,76.219512,2.439024,0.271641,0.035854,1.010757,164,12
DB14539_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.651245,3.033298,0.062775,6.19195,7.120743,82.972136,3.71517,0.3652,0.19806,1.752886,323,61
DB14542_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.555158,2.703952,0.055732,5.592105,10.197368,84.210526,0.0,0.270207,0.0,1.706393,304,61
DB14544_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.255058,3.075486,0.052635,5.780347,6.358382,84.682081,3.179191,0.336116,0.132117,1.927364,346,70
DB14545_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.42256,2.915975,0.058,15.57971,7.971014,72.463768,3.985507,0.731153,0.159119,1.804528,276,67
DB14581_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.049647,2.200868,0.056278,12.053571,5.357143,79.017857,3.571429,0.519583,0.163176,1.366623,224,70
DB14584_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.165202,2.473289,0.060937,6.909091,6.545455,82.181818,4.363636,0.309003,0.142737,1.464139,275,52
DB14632_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.922957,3.178142,0.051558,5.633803,3.380282,89.295775,1.690141,0.2926,0.124555,1.902393,355,71
DB14634_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.191966,2.456207,0.04962,6.844106,4.18251,87.8327,1.140684,0.345418,0.034322,1.442067,263,60
DB14637_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.613946,2.761875,0.034274,4.807692,6.089744,87.5,1.602564,0.17379,0.063893,1.622669,312,59
DB14646_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.721144,2.921373,0.024589,2.240896,2.521008,92.717087,2.521008,0.048696,0.059333,1.676396,357,57
DB14651_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.082982,2.720221,0.024468,0.569801,2.849003,96.296296,0.2849,0.012908,0.007229,1.760651,351,73
DB14652_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.213691,4.41203,0.048649,5.405405,6.029106,86.902287,1.663202,0.41668,0.084176,2.54701,481,61
DB14653_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.113224,3.429162,0.058974,5.076142,5.837563,87.817259,1.269036,0.192038,0.069977,2.083876,394,73
DB14657_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.882823,2.226002,0.030794,5.691057,7.723577,84.95935,1.626016,0.174326,0.027399,1.32126,246,62
DB14664_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.497667,2.60633,0.043546,5.154639,8.934708,84.19244,1.718213,0.146424,0.040007,1.671823,291,70
DB14672_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.719055,3.666566,0.041068,7.751938,8.010336,80.620155,3.617571,0.374587,0.134394,2.231777,387,36
DB14674_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.452711,2.969024,0.032257,1.319261,3.693931,94.459103,0.527704,0.035425,0.016581,1.673545,379,65
DB14679_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.409405,2.167727,0.026982,2.962963,4.444444,91.851852,0.740741,0.04473,0.022044,1.417435,270,66
DB14703_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.179599,5.060166,0.075047,13.419913,4.978355,71.645022,9.95671,1.194155,0.835115,2.729385,462,75
DB14706_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.485239,3.432648,0.063982,5.25,4.0,87.25,3.5,0.365607,0.183001,1.997285,400,113
DB14714_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.911601,2.524882,0.025929,1.253918,4.702194,93.730408,0.31348,0.030428,0.010819,1.534409,319,71
DB14715_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.427392,4.32874,0.092472,7.252747,7.252747,83.736264,1.758242,0.573262,0.15286,2.600075,455,42
DB14720_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.444915,4.206769,0.048793,4.791667,5.0,89.166667,1.041667,0.25528,0.032133,2.371833,480,60
DB14723_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.39482,2.606402,0.048303,8.391608,5.944056,83.916084,1.748252,0.320695,0.091947,1.424781,286,53
DB14729_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.509561,2.825549,0.041553,3.076923,4.0,92.307692,0.615385,0.115851,0.016229,1.469957,325,60
DB14769_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.187823,3.123088,0.065028,8.510638,8.206687,79.93921,3.343465,0.408672,0.119974,1.710755,329,37
DB14775_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.916792,2.887668,0.070269,7.638889,4.166667,83.333333,4.861111,0.473184,0.212688,1.655294,288,31
DB14802_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.660704,3.340502,0.063376,7.222222,8.611111,80.555556,3.611111,0.350666,0.140056,1.97614,360,48
DB14814_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.128027,4.405945,0.04964,3.125,6.054688,89.84375,0.976562,0.229394,0.069691,2.367063,512,59
DB14820_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.618338,3.146552,0.10486,7.228916,2.108434,84.337349,6.325301,0.530511,0.239474,1.726843,332,63
DB14821_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.001223,4.8196,0.021672,0.33557,3.355705,94.798658,1.510067,0.012896,0.051589,2.472235,596,54
DB14822_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.078882,3.323054,0.038565,2.842377,3.617571,91.472868,2.067183,0.137737,0.075004,1.87522,387,58
DB14826_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.29446,2.769888,0.031607,3.04878,3.353659,93.292683,0.304878,0.128409,0.00518,1.466501,328,42
DB14840_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.998301,2.623082,0.0579,6.164384,4.452055,85.616438,3.767123,0.314982,0.125268,1.518352,292,54
DB14857_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.715387,2.178395,0.037714,4.633205,5.791506,89.57529,0.0,0.113679,0.0,1.228085,259,35
DB14867_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.463005,2.720264,0.033249,3.10559,4.658385,90.68323,1.552795,0.139021,0.034078,1.461581,322,52
DB14888_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.484022,3.129737,0.025354,1.329787,3.191489,94.148936,1.329787,0.028058,0.030808,1.694061,376,49
DB14889_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.64688,3.574622,0.050369,5.940594,5.693069,87.376238,0.990099,0.355295,0.066723,2.02105,404,64
DB14898_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.962684,4.652082,0.043169,4.380952,7.428571,88.0,0.190476,0.186637,0.006919,2.644763,525,50
DB14900_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.070879,2.961941,0.060689,3.68272,5.09915,89.8017,1.416431,0.227242,0.082069,1.67537,353,65
DB14902_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.126074,2.227265,0.03076,2.996255,4.868914,89.513109,2.621723,0.066751,0.061259,1.251801,267,53
DB14904_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.449629,3.281052,0.058052,15.384615,7.692308,72.923077,4.0,0.838566,0.178598,2.045164,325,38
DB14914_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.65655,2.138591,0.04964,13.063063,0.900901,80.18018,5.855856,0.547726,0.22457,1.081085,222,30
DB14918_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.822409,2.318477,0.019066,0.33557,1.006711,98.322148,0.33557,0.006898,0.005201,1.30138,298,56
DB14924_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.620215,2.078214,0.033552,1.195219,5.179283,91.23506,2.390438,0.01744,0.051313,1.210309,251,40
DB14925_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.650509,3.135646,0.03745,6.214689,6.497175,84.463277,2.824859,0.296144,0.130901,1.884392,354,91
DB14941_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.10284,4.01328,0.066702,9.501188,6.650831,78.622328,5.225653,0.703628,0.297383,2.415712,421,67
DB14945_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.752762,2.564384,0.044314,2.507837,2.507837,94.670846,0.31348,0.060192,0.005356,1.449745,319,58
DB14961_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.353044,1.719455,0.020798,0.473934,4.265403,94.78673,0.473934,0.005526,0.00506,1.027271,211,52
DB14966_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.053723,2.355718,0.024458,0.342466,4.794521,94.520548,0.342466,0.007244,0.008776,1.287998,292,51
DB14969_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.374733,2.723828,0.034,1.869159,6.853583,90.342679,0.934579,0.050957,0.019359,1.654156,321,38
DB14970_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.900242,3.079078,0.050379,3.989362,2.12766,93.351064,0.531915,0.298294,0.032749,1.882559,376,56
DB14971_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.78674,3.426862,0.031541,3.45679,4.691358,90.864198,0.987654,0.109742,0.021347,1.878817,405,36
DB14980_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.337108,4.100389,0.03239,1.666667,3.541667,92.083333,2.708333,0.050845,0.083862,2.047062,480,54
DB14982_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,1.828876,1.388068,0.046372,5.405405,13.513514,81.081081,0.0,0.088413,0.0,0.961932,148,57
DB14985_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.885404,3.696827,0.039547,3.424658,6.392694,89.269406,0.913242,0.159294,0.032113,2.041895,438,41
DB14995_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.236737,3.675528,0.05915,3.370787,3.146067,92.58427,0.898876,0.22703,0.049686,2.012417,445,45
DB14998_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.195102,4.001199,0.034171,1.470588,4.411765,93.067227,1.05042,0.058422,0.029133,2.022773,476,49
DB15006_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.754207,3.059526,0.047512,3.693182,5.397727,88.068182,2.840909,0.182954,0.119091,1.699796,352,44
DB15010_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.963606,4.695104,0.066673,5.175601,3.696858,90.203327,0.924214,0.569628,0.080525,2.850067,541,78
DB15028_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.117388,4.926048,0.045348,5.740741,5.37037,85.185185,3.703704,0.483082,0.213981,2.588203,540,53
DB15029_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.955692,3.010042,0.032437,2.521008,4.761905,92.717087,0.0,0.06087,0.0,1.667526,357,58
DB15031_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.768092,3.141437,0.051224,6.725146,5.263158,85.964912,2.046784,0.362789,0.086472,1.848622,342,55
DB15033_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.65655,2.138591,0.04964,13.063063,0.900901,80.18018,5.855856,0.547726,0.22457,1.081085,222,30
DB15058_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.751146,2.18993,0.045271,5.098039,6.666667,88.235294,0.0,0.123854,0.0,1.30137,255,30
DB15062_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.086165,2.560725,0.051244,7.272727,6.909091,82.181818,3.636364,0.242457,0.097059,1.386035,275,65
DB15092_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.335739,1.82635,0.026556,0.456621,7.305936,90.86758,1.369863,0.005299,0.019356,1.058827,219,53
DB15114_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.372927,2.730438,0.067078,7.023411,5.351171,84.615385,3.010033,0.322773,0.129537,1.668203,299,54
DB15141_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.032329,2.261555,0.078216,5.791506,3.088803,89.189189,1.930502,0.280214,0.091682,1.249611,259,57
DB15145_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.861973,2.633492,0.045554,8.712121,9.848485,79.924242,1.515152,0.309627,0.063425,1.580735,264,56
DB15157_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.716996,3.7191,0.034808,2.088167,4.640371,90.951276,2.320186,0.069776,0.058739,1.873247,431,51
DB15173_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.09341,3.54757,0.032935,1.923077,7.932692,88.221154,1.923077,0.051423,0.05768,2.027596,416,45
DB15196_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.158444,2.292969,0.021148,0.348432,1.393728,98.25784,0.0,0.008402,0.0,1.380387,287,50
DB15197_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.367443,2.978211,0.044892,5.671642,6.567164,85.373134,2.38806,0.273357,0.118586,1.74655,335,46
DB15205_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.209469,3.232405,0.073126,6.738544,6.199461,84.636119,2.425876,0.344157,0.137972,1.969921,371,72
DB15219_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.149035,2.832761,0.067579,13.194444,3.125,78.125,5.555556,0.68284,0.234658,1.626777,288,45
DB15242_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.004925,3.592877,0.086655,7.238606,4.289544,83.646113,4.825737,0.574983,0.345162,1.93819,373,62
DB15247_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.919352,3.027002,0.036479,1.595745,3.457447,94.414894,0.531915,0.047423,0.013504,1.621124,376,58
DB15256_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.589957,2.036193,0.055136,8.333333,5.263158,86.403509,0.0,0.256699,0.0,1.321388,228,46
DB15266_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.972129,4.791619,0.050472,3.351955,4.841713,91.247672,0.558659,0.250128,0.037153,2.457237,537,44
DB15292_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.839265,2.04327,0.047313,6.818182,5.0,82.727273,5.454545,0.310306,0.113052,1.175945,220,53
DB15295_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.460991,3.915266,0.054994,6.78733,7.013575,82.579186,3.61991,0.341025,0.155839,2.195506,442,49
DB15315_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,6.2349,4.568202,0.065428,3.846154,5.576923,88.846154,1.730769,0.267065,0.077893,2.45691,520,107
DB15323_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.883941,2.698205,0.032095,1.948052,8.766234,89.285714,0.0,0.039929,0.0,1.767144,308,46
DB15345_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.651985,2.564954,0.031557,2.684564,3.020134,92.95302,1.342282,0.064868,0.02871,1.559773,298,59
DB15346_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.742832,2.671506,0.042996,4.234528,4.885993,88.273616,2.605863,0.093993,0.057351,1.560793,307,50
DB15347_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.138917,2.254262,0.037243,3.802281,4.18251,90.874525,1.140684,0.099651,0.018332,1.310612,263,50
DB15393_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.523578,4.049712,0.039355,3.773585,4.192872,89.51782,2.515723,0.27061,0.098856,2.305345,477,45
DB15399_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.157178,3.009372,0.044784,2.59366,6.628242,89.62536,1.152738,0.075796,0.0254,1.661924,347,58
DB15419_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.688122,3.412678,0.02837,0.236407,0.945626,98.345154,0.472813,0.008379,0.011355,1.800081,423,48
DB15425_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.883803,3.27976,0.054015,4.244032,5.039788,90.185676,0.530504,0.218315,0.015714,2.079736,377,60
DB15427_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.023036,3.420183,0.096209,14.191419,8.250825,68.976898,8.580858,0.925577,0.365765,1.963482,303,28
DB15431_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.324508,5.175995,0.052575,4.697987,5.536913,88.087248,1.677852,0.272291,0.066109,2.758765,596,50
DB15442_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.196642,3.398278,0.022816,0.70922,3.782506,94.562648,0.945626,0.021259,0.031436,1.897237,423,63
DB15448_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.782197,2.154666,0.031373,4.64135,7.172996,88.185654,0.0,0.112202,0.0,1.305846,237,48
DB15449_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.631888,3.673483,0.053067,8.333333,6.510417,83.854167,1.302083,0.606585,0.049046,2.29205,384,59
DB15489_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.456725,3.450753,0.123483,8.284024,5.621302,78.698225,7.39645,0.582128,0.438364,2.084796,338,40
DB15490_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.464296,3.487943,0.040725,6.532663,6.532663,85.427136,1.507538,0.319378,0.061837,2.103773,398,65
DB15493_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.02323,3.614385,0.045753,4.166667,6.862745,86.029412,2.941176,0.137137,0.09739,1.911429,408,42
DB15565_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.667018,3.388055,0.086728,11.111111,4.558405,82.336182,1.994302,0.698851,0.104231,2.254427,351,55
DB15590_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.713342,2.698772,0.021918,0.297619,2.97619,94.642857,2.083333,0.005416,0.04707,1.421991,336,47
DB15630_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.025581,5.067088,0.029624,1.333333,4.166667,93.0,1.5,0.059733,0.060553,2.712836,600,50
DB15647_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.179788,3.375225,0.051849,4.485488,2.902375,90.501319,2.110818,0.289387,0.15054,1.717012,379,45
DB15652_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.718558,3.433176,0.053861,7.142857,4.761905,86.243386,1.851852,0.464712,0.125545,2.124763,378,106
DB15661_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.029595,4.159137,0.067293,7.78032,5.263158,83.75286,3.203661,0.636475,0.201064,2.524855,437,42
DB15672_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.695752,2.729372,0.026859,0.600601,2.102102,95.495495,1.801802,0.011881,0.03682,1.516406,333,53
DB15674_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.54616,2.888668,0.033851,3.142857,4.285714,92.571429,0.0,0.08408,0.0,1.914894,350,54
DB15675_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.107101,3.75246,0.02306,1.075269,3.010753,94.83871,1.075269,0.029789,0.028965,2.092588,465,53
DB15686_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.374643,3.324021,0.109229,8.163265,5.830904,81.924198,4.081633,0.515329,0.244779,1.944374,343,34
DB15690_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.447167,1.857483,0.055943,7.619048,2.380952,87.142857,2.857143,0.303539,0.080782,1.164392,210,44
DB15784_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.405888,3.841388,0.078327,6.363636,3.636364,88.409091,1.590909,0.487483,0.097764,2.138166,440,51
DB15821_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.02701,2.838934,0.057451,5.956113,6.269592,86.206897,1.567398,0.156536,0.040934,1.637707,319,73
