molecule_name,delta_g_inter,dg_inter_sum,dg_inter_max,hbond_percent,moderate_attr_percent,vdw_percent,clash_percent,hbond_strength,clash_strength,favorable_strength,n_interaction_points,n_ligand_atoms
DB06234_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.128316,2.834531,0.061439,11.702128,6.028369,78.014184,4.255319,0.542838,0.253583,1.698748,282,43
DB06240_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.613266,3.217288,0.055307,6.442577,4.201681,83.473389,5.882353,0.342997,0.220405,1.694025,357,86
DB06252_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.035348,2.774254,0.095142,8.90411,6.849315,81.849315,2.39726,0.494728,0.14089,1.698861,292,36
DB06257_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,1.99482,1.650864,0.044782,9.52381,10.714286,71.428571,8.333333,0.185867,0.145511,0.886167,168,52
DB06274_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.757829,2.981996,0.063421,6.042296,6.042296,86.102719,1.812689,0.298454,0.056306,1.914688,331,63
DB06345_pose7_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.816422,2.425229,0.04698,4.089219,7.063197,86.6171,2.230483,0.096766,0.048015,1.442529,269,52
DB06393_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.797882,2.691192,0.025404,0.293255,3.519062,96.187683,0.0,0.010126,0.0,1.553698,341,50
DB06397_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.786603,3.85394,0.07371,13.69509,5.943152,78.294574,2.067183,0.89329,0.157288,2.451509,387,37
DB06433_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,1.920005,2.068952,0.073722,12.371134,11.85567,71.649485,4.123711,0.416139,0.16779,1.378805,194,30
DB06471_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.699905,3.077433,0.06787,9.281437,4.191617,85.329341,1.197605,0.537799,0.051848,1.773799,334,50
DB06477_pose5_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,1.710531,1.688739,0.053822,7.26257,6.145251,83.240223,3.351955,0.198584,0.089735,1.029117,179,28
DB06478_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.816479,3.470455,0.050324,5.063291,7.088608,86.329114,1.518987,0.309374,0.058002,1.905213,395,45
DB06479_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.019196,3.620663,0.066942,3.546099,4.491726,89.598109,2.364066,0.257747,0.114857,2.069752,423,44
DB06480_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.584804,2.587412,0.042608,3.986711,7.30897,88.704319,0.0,0.144529,0.0,1.652104,301,51
DB06485_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.800743,2.747206,0.073833,12.5,8.823529,73.897059,4.779412,0.539633,0.167106,1.562528,272,27
DB06490_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.439774,3.660638,0.035585,5.555556,7.575758,85.858586,1.010101,0.184259,0.042262,2.161532,396,44
DB06504_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.575638,2.406347,0.031264,5.514706,6.985294,83.823529,3.676471,0.259858,0.096941,1.326689,272,28
DB06505_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.636824,4.26115,0.078859,7.264957,6.410256,83.333333,2.991453,0.516532,0.232101,2.551283,468,75
DB06523_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.901059,2.913512,0.060252,7.028754,7.348243,84.345048,1.277955,0.343095,0.051978,1.78018,313,29
DB06529_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.04629,2.960822,0.0613,3.735632,2.298851,90.517241,3.448276,0.231695,0.134631,1.487019,348,34
DB06530_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.527669,2.833458,0.062175,5.521472,1.533742,92.02454,0.920245,0.349194,0.070997,1.467838,326,45
DB06555_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.795515,1.833093,0.03443,1.310044,2.183406,96.069869,0.436681,0.022972,0.005122,1.036652,229,65
DB06564_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.293392,2.384111,0.058441,19.907407,6.481481,70.833333,2.777778,0.648979,0.106188,1.541902,216,29
DB06587_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.975891,1.670836,0.04006,1.970443,4.926108,92.118227,0.985222,0.030841,0.016148,1.020759,203,122
DB06595_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.942177,3.17414,0.022013,1.804124,4.639175,89.948454,3.608247,0.046287,0.095631,1.559922,388,71
DB06605_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.041774,3.075871,0.025674,0.539084,4.851752,93.530997,1.078167,0.016481,0.031132,1.639186,371,59
DB06616_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.218593,4.417412,0.028311,1.2939,3.327172,94.454713,0.924214,0.054162,0.026862,2.439954,541,65
DB06618_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.909947,2.668341,0.025399,1.190476,3.869048,90.47619,4.464286,0.025648,0.137627,1.538541,336,59
DB06623_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.917656,3.142126,0.062605,3.743316,3.208556,91.44385,1.604278,0.198493,0.080216,1.643073,374,39
DB06625_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.137717,4.084835,0.045095,4.384134,4.80167,89.979123,0.835073,0.195583,0.029708,2.255876,479,39
DB06626_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.068031,3.587789,0.058764,4.830918,5.31401,87.681159,2.173913,0.319525,0.086469,1.97652,414,46
DB06640_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.518883,2.317858,0.022641,0.0,2.413793,96.551724,1.034483,0.0,0.015944,1.408791,290,57
DB06645_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.388852,4.223582,0.052294,8.590308,5.947137,84.140969,1.321586,0.4621,0.136384,2.460509,454,82
DB06666_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.869156,1.859917,0.027684,2.739726,5.936073,89.497717,1.826484,0.042147,0.025202,1.218161,219,55
DB06721_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.577542,3.837124,0.10521,8.142494,8.905852,76.844784,6.10687,0.610183,0.331148,2.217764,393,60
DB06735_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.102507,1.856879,0.021205,0.0,2.991453,93.589744,3.418803,0.0,0.063562,1.066316,234,57
DB06764_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.630866,2.098208,0.04056,3.2,5.2,90.0,1.6,0.077575,0.023053,1.270088,250,31
DB06771_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.76829,2.117767,0.025927,1.568627,6.27451,90.980392,1.176471,0.039972,0.015968,1.11197,255,48
DB06803_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.097358,3.896184,0.096069,5.681818,2.272727,90.227273,1.818182,0.49589,0.102931,2.242394,440,29
DB06808_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.9941,2.339938,0.051236,12.955466,6.477733,78.137652,2.42915,0.520951,0.062687,1.46065,247,59
DB06824_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.632102,2.477595,0.030368,4.887218,10.150376,82.330827,2.631579,0.103681,0.045939,1.387318,266,28
DB06852_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.383757,3.248945,0.061828,6.703911,5.307263,86.312849,1.675978,0.355819,0.082742,1.840622,358,52
DB06872_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.261157,3.087121,0.060628,5.763689,5.475504,88.184438,0.576369,0.295473,0.024764,1.875626,347,34
DB06882_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.975629,4.830162,0.035159,3.035714,6.785714,85.178571,5.0,0.118292,0.210523,2.415839,560,57
DB06883_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.987653,4.791785,0.050218,7.037037,6.111111,82.407407,4.444444,0.504877,0.25878,2.599807,540,51
DB06888_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.218689,2.405277,0.033213,0.664452,6.976744,88.704319,3.654485,0.016658,0.083384,1.351401,301,51
DB06896_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.787579,2.073076,0.079354,6.696429,6.25,83.035714,4.017857,0.260491,0.087864,1.29698,224,50
DB06897_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.207105,3.326956,0.049776,6.970509,7.238606,82.30563,3.485255,0.377325,0.12893,1.89184,373,51
DB06898_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.756051,2.137282,0.062879,14.678899,4.12844,77.522936,3.669725,0.531995,0.134145,1.254328,218,30
DB06899_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.241934,3.948118,0.037147,7.729469,5.797101,85.024155,1.449275,0.392746,0.075163,2.273894,414,55
DB06907_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.27349,1.964348,0.023011,0.425532,3.829787,95.319149,0.425532,0.007668,0.005005,1.100941,235,27
DB06909_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.654954,3.17322,0.051376,6.027397,6.30137,85.753425,1.917808,0.35355,0.074644,1.886404,365,53
DB06916_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.14537,3.061354,0.05298,4.371585,1.912568,93.169399,0.546448,0.283312,0.021,1.653919,366,55
DB06920_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.712563,2.674038,0.043556,4.220779,5.844156,88.636364,1.298701,0.158625,0.0215,1.568565,308,56
DB06925_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.040272,2.827064,0.038402,4.545455,6.060606,86.666667,2.727273,0.182301,0.074949,1.686573,330,48
DB06932_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.898721,3.366581,0.042731,2.722772,4.455446,91.831683,0.990099,0.137262,0.027544,1.658484,404,43
DB06935_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.374042,1.767122,0.023899,1.315789,2.192982,95.175439,1.315789,0.019391,0.01905,0.992914,228,25
DB06940_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.716094,3.498439,0.078718,12.680115,8.645533,75.792507,2.881844,0.817473,0.150144,2.171299,347,50
DB06948_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.65525,1.852901,0.017042,0.440529,2.643172,96.475771,0.440529,0.007051,0.005781,0.966011,227,45
DB06957_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.797643,3.356339,0.091734,7.122507,4.558405,85.185185,3.133903,0.40322,0.205315,1.955817,351,54
DB06963_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.637987,3.680026,0.043321,4.057279,3.579952,90.453461,1.909308,0.191888,0.04779,1.94725,419,55
DB06964_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.584302,3.17465,0.059146,3.296703,3.846154,92.307692,0.549451,0.190893,0.015465,1.825682,364,44
DB06970_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.842584,3.132062,0.051426,4.735376,5.292479,88.300836,1.671309,0.273424,0.054975,1.88705,359,48
DB06976_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.559405,3.435161,0.057037,5.434783,8.967391,84.782609,0.815217,0.231434,0.054026,1.922178,368,49
DB06983_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.681359,4.264051,0.035135,4.191617,4.191617,90.01996,1.596806,0.269815,0.082053,2.345209,501,42
DB06994_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.151069,3.247718,0.031557,1.237624,3.960396,94.554455,0.247525,0.032406,0.005141,1.871961,404,55
DB06998_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.00204,3.956061,0.076414,7.785888,4.379562,82.238443,5.596107,0.513216,0.291701,2.155888,411,37
DB07006_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.159474,3.701195,0.068304,4.047619,4.761905,88.571429,2.619048,0.274383,0.106576,2.00823,420,51
DB07007_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.439466,3.178916,0.048691,3.412073,3.674541,92.125984,0.787402,0.100779,0.017704,1.94871,381,42
DB07008_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.821509,3.06761,0.044514,5.382436,4.532578,84.419263,5.665722,0.214588,0.197613,1.662317,353,42
DB07010_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.216172,3.853537,0.063251,10.687023,6.615776,76.335878,6.361323,0.754285,0.330827,2.162285,393,44
DB07020_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.614772,3.295894,0.055793,6.027397,10.136986,81.643836,2.191781,0.198044,0.071145,1.897967,365,42
DB07031_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.651592,3.538787,0.043052,6.613757,7.142857,82.010582,4.232804,0.284084,0.134001,1.945774,378,55
DB07036_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.386249,3.182413,0.069281,10.526316,6.501548,80.495356,2.47678,0.69714,0.190027,1.968825,323,46
DB07040_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.102217,3.166183,0.057976,4.109589,3.561644,91.506849,0.821918,0.271382,0.071842,1.557825,365,28
DB07042_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.931937,2.763155,0.054399,10.48951,10.48951,77.272727,1.748252,0.401994,0.070862,1.717761,286,48
DB07058_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.012922,3.83998,0.064554,5.555556,4.10628,85.748792,4.589372,0.481112,0.21432,1.875336,414,35
DB07059_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.998271,2.450919,0.049252,5.985915,7.042254,85.56338,1.408451,0.24826,0.042359,1.472979,284,55
DB07061_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.460231,4.010729,0.065905,8.764045,6.516854,82.696629,2.022472,0.572596,0.134171,2.41503,445,57
DB07065_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.540499,3.355231,0.063473,5.691057,6.233062,86.449864,1.626016,0.319616,0.069128,1.737096,369,40
DB07070_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.417669,4.443534,0.104764,10.180995,7.692308,78.959276,3.167421,0.817555,0.231785,2.553598,442,51
DB07073_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.97419,2.668778,0.036785,1.892744,4.100946,94.006309,0.0,0.060396,0.0,1.70975,317,36
DB07075_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.110434,2.318623,0.056327,7.569721,7.569721,82.47012,2.390438,0.288162,0.073081,1.507178,251,53
DB07078_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.905551,2.461206,0.053679,9.259259,5.185185,85.185185,0.37037,0.31654,0.018099,1.523167,270,41
DB07095_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.510526,4.058596,0.066212,5.434783,4.347826,88.043478,2.173913,0.395842,0.165057,2.323678,460,57
DB07116_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.785188,2.638453,0.050761,5.128205,7.692308,86.080586,1.098901,0.211823,0.023768,1.525229,273,40
DB07124_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.541024,2.942086,0.067967,5.029586,4.142012,86.982249,3.846154,0.298427,0.142555,1.542057,338,49
DB07128_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.073284,2.325947,0.060047,4.379562,3.284672,88.321168,4.014599,0.178955,0.10261,1.253126,274,45
DB07146_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.062281,3.327345,0.050659,5.30303,2.525253,88.383838,3.787879,0.329973,0.190369,1.909084,396,56
DB07149_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.500403,1.932588,0.059551,6.726457,3.139013,85.650224,4.484305,0.240646,0.133929,1.055721,223,34
DB07152_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.286015,3.105339,0.043653,4.747774,10.979228,82.789318,1.48368,0.144333,0.035438,1.863799,337,42
DB07158_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.151555,2.783448,0.04862,3.264095,3.560831,91.988131,1.186944,0.104866,0.025989,1.667899,337,30
DB07162_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.340254,3.469788,0.04678,6.896552,7.161804,81.432361,4.509284,0.345984,0.132812,1.770684,377,44
DB07165_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.150545,3.531901,0.096006,4.534005,3.274559,90.428212,1.763224,0.393496,0.082108,2.083954,397,55
DB07168_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.323838,2.787853,0.039879,6.089744,5.128205,86.217949,2.564103,0.264396,0.08899,1.587571,312,47
DB07172_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.315367,2.971479,0.037888,1.56658,4.960836,93.211488,0.261097,0.050868,0.007821,1.856887,383,53
DB07173_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.356476,3.32548,0.048012,11.864407,5.649718,80.508475,1.977401,0.59469,0.087504,1.805799,354,32
DB07179_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.494217,2.867306,0.072737,5.787781,4.180064,86.81672,3.215434,0.325117,0.130251,1.57864,311,42
DB07180_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.223313,2.72958,0.050439,7.189542,5.228758,85.620915,1.960784,0.323255,0.051348,1.475159,306,39
DB07190_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.845941,2.788417,0.056697,6.148867,8.737864,84.466019,0.647249,0.188329,0.018018,1.825352,309,57
DB07194_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.470617,2.963111,0.061098,10.967742,8.064516,79.677419,1.290323,0.454717,0.093583,1.732278,310,51
DB07202_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.359573,1.896691,0.054573,8.457711,3.482587,84.079602,3.9801,0.358833,0.074765,1.102848,201,37
DB07203_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.501554,2.669445,0.06041,6.060606,3.703704,86.531987,3.703704,0.314943,0.172379,1.428366,297,45
DB07204_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.898856,3.485836,0.045649,3.291139,6.835443,87.341772,2.531646,0.155494,0.074371,1.803287,395,51
DB07215_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.624936,4.881501,0.066481,5.935252,4.856115,87.230216,1.978417,0.572425,0.197408,2.914828,556,54
DB07217_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.392758,2.975243,0.05526,5.070423,2.816901,91.549296,0.56338,0.285545,0.045088,1.682419,355,34
DB07218_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.665762,3.609349,0.102045,7.731959,4.381443,83.762887,4.123711,0.613891,0.17728,2.267855,388,28
DB07226_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.570334,4.771128,0.060475,3.333333,6.111111,85.925926,4.62963,0.151241,0.225346,2.358235,540,40
DB07227_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.303881,2.767321,0.02446,0.0,3.539823,94.100295,2.359882,0.0,0.043986,1.565065,339,49
DB07238_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.630485,2.776377,0.039968,5.642633,4.388715,89.655172,0.31348,0.200069,0.027764,1.564419,319,54
DB07242_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.5067,2.912624,0.045132,7.033639,4.892966,83.792049,4.281346,0.364088,0.146077,1.718116,327,43
DB07249_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.880835,1.815321,0.024777,0.416667,4.166667,93.75,1.666667,0.009701,0.02175,1.144938,240,60
DB07255_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.514173,2.879396,0.030376,4.179104,5.671642,88.059701,2.089552,0.125619,0.0544,1.481872,335,50
DB07267_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.742621,3.252188,0.04635,5.412371,5.154639,87.113402,2.319588,0.310138,0.125997,1.668039,388,39
DB07286_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.862253,2.570191,0.058031,8.156028,2.836879,86.170213,2.836879,0.397053,0.165194,1.545219,282,33
DB07294_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.651592,3.538787,0.043052,6.613757,7.142857,82.010582,4.232804,0.284084,0.134001,1.945774,378,55
DB07297_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.712962,2.702716,0.029163,1.197605,5.389222,92.51497,0.898204,0.028245,0.025415,1.626801,334,55
DB07299_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.38973,3.624146,0.052961,5.825243,7.524272,84.951456,1.699029,0.328211,0.108057,2.164618,412,66
DB07306_pose4_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.360709,2.892093,0.038116,4.281346,6.727829,87.767584,1.223242,0.209848,0.042861,1.799863,327,37
DB07311_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.203379,3.072625,0.075645,8.116883,5.844156,81.493506,4.545455,0.385403,0.198095,1.663076,308,41
DB07314_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.007212,2.741922,0.062846,8.710801,5.574913,82.578397,3.135889,0.434164,0.139164,1.615406,287,35
DB07316_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.067778,3.21028,0.036875,2.902375,6.860158,89.182058,1.055409,0.077532,0.028628,1.999013,379,62
DB07318_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.482763,3.278105,0.045074,4.724409,5.249344,85.826772,4.199475,0.235096,0.200039,1.779863,381,37
DB07327_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.350127,3.28881,0.077868,9.439528,7.964602,78.171091,4.424779,0.574723,0.191968,2.015814,339,39
DB07330_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.8923,3.369609,0.045601,3.381643,2.657005,93.719807,0.241546,0.122145,0.006085,1.875335,414,43
DB07332_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.199106,4.397647,0.045133,5.394191,6.431535,84.024896,4.149378,0.384449,0.190991,2.359634,482,39
DB07334_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.218612,3.928362,0.045323,4.157044,7.852194,85.2194,2.771363,0.212393,0.096243,2.088041,433,52
DB07335_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.898161,2.435768,0.044412,4.095563,5.119454,90.102389,0.682594,0.132937,0.017038,1.291422,293,35
DB07337_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.999327,2.81202,0.026971,2.608696,5.797101,90.724638,0.869565,0.070288,0.029057,1.663683,345,41
DB07345_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.271032,1.613877,0.023821,0.961538,1.442308,97.115385,0.480769,0.010754,0.005894,0.946672,208,37
DB07347_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.858231,4.441747,0.033531,4.115226,7.81893,81.687243,6.378601,0.145363,0.235047,2.232363,486,23
DB07352_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.006788,2.444271,0.055605,7.01107,2.95203,87.084871,2.95203,0.366547,0.129442,1.288067,271,30
DB07358_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.392006,4.074564,0.038566,2.888889,7.777778,87.777778,1.555556,0.14814,0.0511,2.138071,450,37
DB07359_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.663194,4.215289,0.047688,5.684211,6.526316,84.210526,3.578947,0.354534,0.160056,2.188415,475,45
DB07366_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.284669,2.900303,0.047957,7.361963,7.361963,84.04908,1.226994,0.282337,0.07653,1.769667,326,50
DB07382_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.51453,3.153924,0.061493,13.836478,2.515723,76.72956,6.918239,0.852591,0.316863,1.858593,318,41
DB07390_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.601454,5.173094,0.067762,13.7577,5.954825,73.511294,6.776181,1.103706,0.488684,2.945656,487,37
DB07397_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.760056,6.13819,0.06551,9.876543,5.246914,80.555556,4.320988,1.061567,0.30808,3.459142,648,54
DB07402_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.849596,2.326114,0.039396,4.878049,6.910569,84.552846,3.658537,0.092366,0.076093,1.501473,246,40
DB07414_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.094386,3.96153,0.055066,6.666667,7.407407,82.222222,3.703704,0.379307,0.146763,2.100982,405,48
DB07415_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.463274,2.85384,0.051338,5.538462,4.0,90.153846,0.307692,0.138955,0.006606,1.744078,325,47
DB07431_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.373558,3.233302,0.05785,8.933718,5.763689,83.285303,2.017291,0.519951,0.093576,1.91992,347,34
DB07444_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.25045,2.680216,0.033618,1.567398,2.507837,93.416928,2.507837,0.038716,0.063173,1.443271,319,43
DB07451_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.483912,2.537973,0.059468,7.420495,7.067138,81.978799,3.533569,0.338624,0.100587,1.554617,283,43
DB07452_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.807394,2.670129,0.087758,16.356877,1.486989,75.092937,7.063197,0.845167,0.248257,1.47183,269,24
DB07459_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.222945,2.227943,0.048122,4.263566,4.263566,90.697674,0.775194,0.150518,0.01294,1.408162,258,39
DB07460_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.084764,3.359275,0.030712,2.278481,8.101266,85.56962,4.050633,0.055996,0.12468,1.851692,395,58
DB07463_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.109179,3.555263,0.044686,7.124682,9.923664,80.407125,2.544529,0.247232,0.096952,2.126205,393,48
